feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	Sequencing_Run	SLCMicrobiome	-7.95211016984987	0.188695308289924	53	46	6.11361786279466e-16	2.99567275276938e-13
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus	Sequencing_Run	SLCMicrobiome	1.8343255933482	0.0926489741957486	53	18	1.16437946343014e-11	2.85272968540384e-09
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingobium	Sequencing_Run	SLCMicrobiome	-1.9462535914095	0.106971757480461	53	35	3.78332814009666e-11	6.17943596215787e-09
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	Site	Cecum	-0.63980046272206	0.0679846255110634	53	53	6.79543866723398e-11	6.6595298938893e-09
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Agathobacter	Sequencing_Run	SLCMicrobiome	1.10698091047328	0.131651166677712	53	12	6.30139539791871e-11	6.6595298938893e-09
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	Site	Cecum	2.06685904580992	0.227776478315644	53	53	1.69204575463153e-10	1.38183736628242e-08
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	Site	Cecum	2.09683971003716	0.239846066034552	53	53	3.80514335264089e-10	2.33065030349255e-08
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.006	Site	Cecum	2.0756633056032	0.235689703119296	53	53	3.52772319529898e-10	2.33065030349255e-08
k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	Site	Cecum	2.81889937457619	0.324958600129847	53	53	4.45541337722005e-10	2.42572506093092e-08
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Fusicatenibacter	Sequencing_Run	SLCMicrobiome	1.02494624179756	0.132516133448822	53	11	6.36047103400381e-10	3.11663080666187e-08
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	Site	Cecum	1.98988269450377	0.234233040046234	53	53	7.68378099597316e-10	3.4227751709335e-08
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__	Site	Cecum	1.81691918393164	0.217902926591745	53	53	1.12815671198368e-09	4.60663990726671e-08
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella	Sequencing_Run	SLCMicrobiome	3.36221211578889	0.268704296989996	53	23	5.05265074368516e-09	1.90446066492748e-07
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family.XIII.UCG.001	Site	Cecum	3.71026393009102	0.479298552907961	53	44	5.81194738987005e-09	2.03418158645452e-07
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	Site	Cecum	1.86721320862014	0.251069464180935	53	53	1.45461599717339e-08	4.45476149134349e-07
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	Site	Proximal_Colon	1.75346657527032	0.235281262622977	53	53	1.42508882371121e-08	4.45476149134349e-07
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.FCS020.group	Site	Cecum	2.27835453703156	0.31649854172788	53	50	2.92456864442321e-08	8.42963903392571e-07
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	Site	Cecum	1.64550042014377	0.229654078277314	53	53	3.11590341671151e-08	8.48218152327022e-07
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium	Sequencing_Run	SLCMicrobiome	0.93813728467574	0.144681486354964	53	10	4.96216612445734e-08	1.27971652683374e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.004	Site	Cecum	2.42550022481839	0.351550466429997	53	44	7.04773782001239e-08	1.72669576590304e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Listeriaceae.g__Listeria	Sequencing_Run	SLCMicrobiome	-1.49335810120354	0.154361783740276	53	32	1.52911258357373e-07	3.56792936167204e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	Site	Proximal_Colon	1.932665193957	0.294065382450094	53	52	1.85783532978785e-07	4.13790596180021e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	Site	Proximal_Colon	1.47244850620204	0.225233564198088	53	53	1.99146658843194e-07	4.24268968839848e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas	Site	Cecum	1.35199776318416	0.209033052301665	53	53	2.32751752565572e-07	4.75201494821377e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium..coprostanoligenes.group.g__	Site	Cecum	0.577304503551527	0.0892615547106706	53	48	2.45992013019255e-07	4.8214434551774e-06
k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__	Sequencing_Run	SLCMicrobiome	3.09007880250267	0.339721918281701	53	25	2.87247353536592e-07	5.21300752714556e-06
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella_9	Sequencing_Run	SLCMicrobiome	0.853366716640418	0.142551230600274	53	10	2.82239413951942e-07	5.21300752714556e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__	Site	Cecum	1.98352485810926	0.314187893553564	53	51	4.41379978803559e-07	7.72414962906228e-06
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	Site	Cecum	0.955366091999031	0.153075020186269	53	53	4.73232497133964e-07	7.93725707294327e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356	Site	Cecum	2.04128477392703	0.327938176873109	53	52	4.85954514669996e-07	7.93725707294327e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	Site	Cecum	1.59927421399129	0.258643390751692	53	53	5.48545405639706e-07	8.67055641172439e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae.Sedis	Site	Cecum	1.39143757162243	0.226206799854164	53	53	6.00215312212898e-07	9.19079696826001e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214.group	Site	Cecum	1.59889869909247	0.262315361085985	53	51	7.48158927449553e-07	1.11090264984934e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__	Site	Cecum	1.96437353242499	0.32874438262162	53	51	9.81666253018036e-07	1.41475430582011e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	Site	Proximal_Colon	1.5121782456542	0.253369914453901	53	53	1.04868964668348e-06	1.46816550535688e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	Site	Cecum	1.77830560933767	0.30011608663578	53	52	1.20596986171633e-06	1.64145897844723e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__	Site	Proximal_Colon	1.25811671927197	0.213777922815475	53	53	1.33460276948979e-06	1.76744691094594e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	Site	Cecum	1.69663093416249	0.289255966769679	53	51	1.41911626498061e-06	1.82991307852763e-05
k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	Site	Cecum	0.929555982864475	0.160674945599817	53	53	1.78157616622617e-06	2.23839056782262e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia	Sequencing_Run	SLCMicrobiome	2.56317770421674	0.329175607473329	53	21	1.8714470856224e-06	2.25801307657723e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__	Site	Proximal_Colon	1.62596613160439	0.281953355134687	53	52	1.88935788040135e-06	2.25801307657723e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	Site	Proximal_Colon	1.31810883315706	0.229483988170314	53	53	2.03325517371837e-06	2.37213103600476e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Tuzzerella	Site	Cecum	2.2174885043748	0.38678404119103	53	38	2.12526458782801e-06	2.42181313496681e-05
k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	Site	Cecum	2.05550791194417	0.361971919968044	53	50	2.40283523288963e-06	2.67588469117254e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.UCG.014.f__.g__	Site	Cecum	0.625051906405252	0.110114119608102	53	53	2.49083681207175e-06	2.71224452870035e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	Site	Proximal_Colon	1.34737425574466	0.246163094525195	53	53	4.56356327337434e-06	4.86118696511614e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	Site	Proximal_Colon	1.20044183236433	0.223255539058651	53	53	6.11166274374761e-06	6.23898905090901e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__	Site	Cecum	1.5435795811705	0.287637366641694	53	52	6.07348350572111e-06	6.23898905090901e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.FCS020.group	Site	Proximal_Colon	1.64197164489695	0.309888197852839	53	50	7.61594428711593e-06	7.61594428711593e-05
k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	Site	Proximal_Colon	1.85308062003163	0.355109414709188	53	50	9.64386941733999e-06	9.26567845979724e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus	Site	Proximal_Colon	1.75605774414393	0.336596209607324	53	52	9.57174663122672e-06	9.26567845979724e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__Peptococcus	Site	Cecum	2.32551407697828	0.450858745126224	53	41	1.10661647971005e-05	0.000104277322126524
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.006	Site	Proximal_Colon	1.14628228929757	0.230768227522677	53	53	2.04076254448411e-05	0.000188674272980607
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea	Sequencing_Run	SLCMicrobiome	2.65742065179027	0.426527552792202	53	15	2.15526269216145e-05	0.000195570133177613
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__	Site	Proximal_Colon	1.5853440826468	0.322491695970166	53	51	2.32946062708801e-05	0.00020468458077406
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__.g__	Site	Cecum	-1.91912687428487	0.390257982184385	53	42	2.33925235170354e-05	0.00020468458077406
k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	Site	Proximal_Colon	1.54727728217536	0.318930403054159	53	53	2.82967905326463e-05	0.000243253111596433
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas	Site	Proximal_Colon	0.975363361101659	0.204935120484486	53	53	3.70425592858034e-05	0.000312945759483511
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus	Site	Cecum	1.61736801051502	0.343176859406873	53	52	4.16860182996276e-05	0.000346205914691823
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter	Site	Cecum	0.85421531610329	0.181886759154213	53	53	4.44846526645819e-05	0.000363291330094086
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family.XIII.UCG.001	Site	Proximal_Colon	2.19171517376382	0.47053365253436	53	44	4.98907479186115e-05	0.000400761745575731
k__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma	Site	Proximal_Colon	1.09169958158768	0.238647282162386	53	41	6.43756502002919e-05	0.000508775299970049
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	Sequencing_Run	SLCMicrobiome	3.98488852197944	0.736066241176249	53	36	9.20641704523518e-05	0.000716054659073847
k__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma	Site	Cecum	1.08031622061963	0.243797156707003	53	41	9.75083663828552e-05	0.000746548430118735
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family.XIII.AD3011.group	Sequencing_Run	SLCMicrobiome	2.2003525173377	0.412746425246519	53	24	0.000107330901773302	0.000809109874906429
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.AC2044.group	Site	Cecum	1.39797006269899	0.320209755600713	53	25	0.0001180226233694	0.000865561232216864
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium..brachy.group	Site	Cecum	2.68839680517649	0.617530823687242	53	35	0.000118352250119449	0.000865561232216864
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium..coprostanoligenes.group.g__	Site	Proximal_Colon	0.378457135381397	0.0873711023158013	53	48	0.000130374970631447	0.000939466700138369
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	Site	Proximal_Colon	-0.28621254997629	0.0666090771344448	53	53	0.000143322714453404	0.00101779898669808
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214.group	Site	Proximal_Colon	1.10339602699636	0.25810404583376	53	51	0.000159036746623611	0.00111325722636528
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__	Site	Proximal_Colon	1.30624478241263	0.30805148744372	53	51	0.000179776673754149	0.00124071225548638
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	Sequencing_Run	SLCMicrobiome	-2.09251127994868	0.422090367685696	53	52	0.000211747917622016	0.00144106221714983
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	Site	Proximal_Colon	1.12242331758841	0.283326813726955	53	51	0.000375452060740797	0.00248610148328366
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor	Site	Cecum	2.30431460296839	0.580487557307235	53	39	0.000371007147756103	0.00248610148328366
