feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	Site	Proximal_Colon	2.43884676733512	0.244944379816507	51	51	3.48031326564549e-11	1.48957407769627e-08
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356	Site	Proximal_Colon	3.22397918665169	0.355730790463793	51	51	2.20825970541468e-10	3.78721007110515e-08
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	Site	Proximal_Colon	2.49253801770205	0.277426511683007	51	51	2.65458649843819e-10	3.78721007110515e-08
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus	Site	Proximal_Colon	2.12335889750134	0.27626749894271	51	51	9.78762207368655e-09	1.04727556188446e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Ligilactobacillus	Site	Proximal_Colon	-2.08468218432217	0.277543193699429	51	51	1.73987843392206e-08	1.48933593943729e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	Site	Proximal_Colon	2.27012562768836	0.311837356442396	51	51	2.96430239205546e-08	2.11453570633289e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	Site	Cecum	1.76162931773116	0.244944379816507	51	51	4.31553579175315e-08	2.35104116068725e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__	Site	Proximal_Colon	1.99454685402925	0.279396858411495	51	51	4.94377814163207e-08	2.35104116068725e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	Site	Proximal_Colon	2.33850142852846	0.329226388414468	51	51	4.92123287530734e-08	2.35104116068725e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__	Site	Proximal_Colon	1.92670823933313	0.28029956252332	51	51	9.36825057025854e-08	4.00961124407065e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	Site	Proximal_Colon	-1.78524850880873	0.267334680251232	51	51	1.70296696419071e-07	6.62608964248747e-06
k__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	Site	Proximal_Colon	-2.10713290832737	0.340294411492935	51	49	6.80800453655312e-07	2.42818828470395e-05
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	Site	Proximal_Colon	-1.60342357161745	0.261597515848552	51	51	8.26336130410697e-07	2.52622759868413e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus	Site	Proximal_Colon	2.1312003445043	0.34758767228313	51	36	8.20454551721433e-07	2.52622759868413e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	Site	Proximal_Colon	1.62218627759752	0.266762985267437	51	51	9.0849963515542e-07	2.59225229231013e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor	Site	Proximal_Colon	2.06524857419596	0.353866700494714	51	50	1.74570617071279e-06	4.66976400665671e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	Site	Proximal_Colon	1.38739661898521	0.241057369005641	51	51	2.29340364827846e-06	5.77398094978343e-05
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	Site	Proximal_Colon	-3.19657422799537	0.570316276903011	51	17	3.02384864715835e-06	7.15546081107448e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas	Site	Proximal_Colon	1.53309840175057	0.272730849181126	51	51	3.17648961239287e-06	7.15546081107448e-05
k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	Site	Proximal_Colon	-1.71754476455345	0.31139108840587	51	51	4.84969787235657e-06	0.000103783534468431
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	Site	Proximal_Colon	1.51346095769785	0.279084637409564	51	51	5.49127846000496e-06	0.000111917484803911
k__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus	Site	Proximal_Colon	-2.68276760558036	0.492939348249852	51	30	5.78536956019633e-06	0.000112551735080183
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009	Site	Proximal_Colon	2.80543289730712	0.538012865356743	51	42	1.09049366867609e-05	0.000202926647910158
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	Site	Proximal_Colon	1.14976968450453	0.222593408563279	51	51	1.28256115165541e-05	0.000228723405378548
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	Site	Cecum	-2.83456385281954	0.570316276903011	51	17	1.98137227752118e-05	0.000314084198066321
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus	Site	Cecum	1.38991321062934	0.27626749894271	51	51	1.855220173989e-05	0.000314084198066321
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillospira	Site	Proximal_Colon	2.22850838118304	0.443989896950349	51	31	1.92137609030565e-05	0.000314084198066321
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356	Site	Cecum	1.75553727817351	0.355730790463793	51	51	2.35524968034859e-05	0.000360016736853285
