metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Site	FASYN.ELONG.PWY	Cecum	-0.0944389861472809	0.00919133487883696	89	0	1.32829802636946e-14	1.27830824451029e-11
Site	GLYCOLYSIS.E.D	Cecum	0.279155956322434	0.02764654015782	89	0	2.51446870506046e-14	1.27830824451029e-11
Site	P341.PWY	Cecum	0.45750043888106	0.0454936497354344	89	0	3.02558164381134e-14	1.27830824451029e-11
Site	P441.PWY	Cecum	0.207870302342396	0.0205606356577875	89	0	2.35901500797846e-14	1.27830824451029e-11
Site	NAD.BIOSYNTHESIS.II	Cecum	0.426748191066085	0.0431775358399474	89	0	5.93408902425449e-14	2.00572209019802e-11
Site	DAPLYSINESYN.PWY	Cecum	0.111700784740477	0.01156876732962	89	0	1.24511200446945e-13	3.50706547925563e-11
Site	P42.PWY	Cecum	-0.144879547953463	0.0151860818312922	89	0	1.94535420359122e-13	4.69664086295595e-11
Site	HEXITOLDEGSUPER.PWY	Cecum	0.390909050726482	0.0419743428156358	89	0	4.65554282452554e-13	8.74207485938685e-11
Site	NAGLIPASYN.PWY	Cecum	-0.206988720263987	0.0221955620172486	89	0	4.38612879716253e-13	8.74207485938685e-11
Site	P164.PWY	Cecum	0.245002102472518	0.0267118010966576	89	0	7.72267231804811e-13	1.01645419455814e-10
Site	PWY.5188	Cecum	0.214927502114577	0.023451588966743	89	0	7.81887841967796e-13	1.01645419455814e-10
Site	PWY.5189	Cecum	0.223865429031433	0.0243015450366383	89	0	6.55242611190083e-13	1.01645419455814e-10
Site	PWY.6467	Cecum	-0.203369434937989	0.0220997562024331	89	0	6.96487807439349e-13	1.01645419455814e-10
Site	P562.PWY	Cecum	0.391322526390957	0.0433073395935165	89	0	1.32210364796642e-12	1.48957011004217e-10
Site	PWY.7374	Cecum	0.429920810919756	0.0475814801856565	89	0	1.29571322669941e-12	1.48957011004217e-10
Site	PWY.1269	Cecum	-0.191027899240503	0.0213437569894337	89	0	1.79701089692817e-12	1.78858718489964e-10
Site	PWY.7371	Cecum	0.417915338366135	0.0467072384365274	89	0	1.79917054102331e-12	1.78858718489964e-10
Site	PWY.5509	Cecum	0.235260055846631	0.026492942955277	89	0	2.27256453929738e-12	2.0508717529499e-10
Site	PWY.6269	Cecum	0.234825217635498	0.0264555015943192	89	0	2.30571380509161e-12	2.0508717529499e-10
Site	COBALSYN.PWY	Cecum	0.228923819748634	0.0267024876368103	89	0	7.28121449543583e-12	6.15262624864328e-10
Site	PWY.5304	Cecum	0.448787652058692	0.0523760385717374	89	0	7.77992699661087e-12	6.26098886870113e-10
Site	PWY.5695	Cecum	-0.0901062199751358	0.010671583207626	89	0	1.23269263281783e-11	9.46932067937336e-10
Site	CALVIN.PWY	Cecum	0.054606655922852	0.00659250653741941	89	0	2.23560025127438e-11	1.57423517693904e-09
Site	NONOXIPENT.PWY	Cecum	0.0770050858690562	0.00929087648089902	89	0	2.17120916132717e-11	1.57423517693904e-09
Site	PWY.6263	Cecum	0.348706967593459	0.0422077402442265	89	0	2.42677281002054e-11	1.64049841957388e-09
Site	PWY.1861	Cecum	0.247231797498875	0.0307089061515195	89	0	5.51251501381105e-11	3.58313475897718e-09
Site	PWY.6478	Cecum	0.244262314287592	0.0306044915371198	89	0	7.12333554017915e-11	4.45868039366769e-09
Site	P108.PWY	Cecum	-0.150052051328206	0.0190000316864161	89	0	9.91103641783535e-11	5.89286920671704e-09
Site	PWY.6700	Cecum	-0.118398680198095	0.0150009065743174	89	0	1.01120240825322e-10	5.89286920671704e-09
Site	P162.PWY	Cecum	0.259728815944133	0.0334939126237053	89	0	1.67659047260906e-10	8.58617545063428e-09
Site	POLYISOPRENSYN.PWY	Cecum	-0.0963773455914423	0.0123899858072288	89	0	1.52510308457486e-10	8.58617545063428e-09
Site	PWY.5505	Cecum	0.254090282398571	0.0327468965125265	89	0	1.63854820640551e-10	8.58617545063428e-09
Site	PWY.7237	Cecum	0.214444479313155	0.0275631666214087	89	0	1.5766253230072e-10	8.58617545063428e-09
Site	ARGSYN.PWY	Cecum	0.103627381264674	0.0134998335984913	89	0	2.2444928234672e-10	1.11564496225282e-08
Site	PWY.5705	Cecum	0.254552117595249	0.0334822389187895	89	0	2.95403976240559e-10	1.42637919956156e-08
Site	PWY.7400	Cecum	0.101404821094586	0.0134499466057392	89	0	3.80151784268404e-10	1.78460143170445e-08
Site	PWY.6151	Cecum	-0.0492778138935368	0.00663089395389966	89	0	6.02096017291883e-10	2.75011424114401e-08
Site	PWY.7200	Cecum	-0.0911420159339755	0.0123072830181717	89	0	6.65605999295179e-10	2.96019510212856e-08
