metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Site	EC.2.7.1.52	Proximal_Colon	1.09885304800282	0.0951258351998306	89	0	1.42275144321409e-16	1.33667498089964e-12
Site	EC.3.2.1.156	Proximal_Colon	0.936754723042029	0.0826162514137532	89	0	2.99001898427557e-16	1.40456141786345e-12
Site	EC.4.2.2.6	Proximal_Colon	0.939415038124698	0.0847667515694163	89	0	7.42651238201988e-16	2.32573612763589e-12
Site	EC.3.1.6.8	Proximal_Colon	0.938837951565751	0.0875429194502224	89	0	2.64529623926455e-15	6.2131395419726e-12
Site	EC.1.13.11.53	Cecum	-1.22677088007066	0.123056058180076	89	0	4.29435151160592e-14	4.48282582794863e-11
Site	EC.1.13.11.54	Cecum	-1.22677088007066	0.123056058180076	89	0	4.29435151160592e-14	4.48282582794863e-11
Site	EC.2.5.1.48	Cecum	-0.700264646969477	0.0700378118254145	89	0	3.81785807913726e-14	4.48282582794863e-11
Site	EC.3.2.1.11	Proximal_Colon	0.90626092075482	0.0906960708403889	89	0	3.72156388317331e-14	4.48282582794863e-11
Site	EC.4.2.1.109	Cecum	-1.22941044822501	0.123017630080507	89	0	3.92460531103943e-14	4.48282582794863e-11
Site	EC.1.1.1.215	Cecum	-1.25206351730116	0.129983295028907	89	0	1.46703223906616e-13	8.61422992876659e-11
Site	EC.1.3.4.1	Proximal_Colon	0.931417668223892	0.0966038112841568	89	0	1.35140151298957e-13	8.61422992876659e-11
Site	EC.1.4.1.9	Cecum	-1.26405684698801	0.130856357161936	89	0	1.32944565437824e-13	8.61422992876659e-11
Site	EC.2.1.1.191	Proximal_Colon	0.208836022875848	0.0236479028123887	89	0	1.42249304549153e-13	8.61422992876659e-11
Site	EC.2.3.1.82	Cecum	-1.16226299754398	0.120356078992629	89	0	1.34296364542738e-13	8.61422992876659e-11
Site	EC.3.5.1.11	Cecum	-1.17864939596445	0.121020251696889	89	0	9.85793784086111e-14	8.61422992876659e-11
Site	EC.4.2.99.20	Cecum	-1.13890494899967	0.117015761125687	89	0	1.0124436481992e-13	8.61422992876659e-11
Site	EC.1.13.11.11	Cecum	-1.25214385031468	0.131660910431154	89	0	2.31317598832025e-13	8.95727520943988e-11
Site	EC.1.13.11.2	Cecum	-1.13419605990789	0.120895562163278	89	0	3.71829412632417e-13	8.95727520943988e-11
Site	EC.1.13.11.49	Cecum	-1.11553123530581	0.11795373500032	89	0	2.77866199013156e-13	8.95727520943988e-11
Site	EC.1.14.11.2	Cecum	-1.24429977920781	0.132573191033049	89	0	3.67144094929648e-13	8.95727520943988e-11
Site	EC.1.14.16.1	Cecum	-1.2520991113479	0.131858518096818	89	0	2.43246786252908e-13	8.95727520943988e-11
Site	EC.1.14.19.2	Cecum	-1.23278837939475	0.129222626603802	89	0	2.08917018705911e-13	8.95727520943988e-11
Site	EC.1.3.1.28	Cecum	-1.24362898138981	0.131511455597107	89	0	2.81448195885565e-13	8.95727520943988e-11
Site	EC.1.6.5.2	Cecum	-0.802317162478819	0.0839539903907464	89	0	1.95295204417369e-13	8.95727520943988e-11
Site	EC.2.3.1.168	Cecum	-1.15454839306686	0.121218589188402	89	0	2.17806694205833e-13	8.95727520943988e-11
Site	EC.2.7.7.58	Cecum	-1.2436221557996	0.131600362960211	89	0	2.8839303552982e-13	8.95727520943988e-11
Site	EC.2.7.7.65	Cecum	-1.11073987911028	0.117802051633228	89	0	3.11758767073355e-13	8.95727520943988e-11
Site	EC.3.1.3.87	Cecum	-1.25074943295841	0.132755014809361	89	0	3.19931666713321e-13	8.95727520943988e-11
Site	EC.3.1.4.3	Cecum	-1.19604485847385	0.125348735079291	89	0	2.05279539597487e-13	8.95727520943988e-11
Site	EC.3.3.2.1	Cecum	-1.24567911531249	0.131170813014217	89	0	2.42482137833389e-13	8.95727520943988e-11
Site	EC.3.5.3.8	Cecum	-1.13236938838765	0.119426198535924	89	0	2.56742323399617e-13	8.95727520943988e-11
Site	EC.4.1.3.1	Cecum	-1.24519962126149	0.13049915217109	89	0	2.07263606235581e-13	8.95727520943988e-11
Site	EC.4.2.1.104	Cecum	-1.22671919611996	0.130445552788186	89	0	3.41929222659543e-13	8.95727520943988e-11
Site	EC.4.2.1.113	Cecum	-1.07846890437348	0.114906499751632	89	0	3.63623137820653e-13	8.95727520943988e-11
Site	EC.4.2.1.79	Cecum	-1.23599508039686	0.131676568260977	89	0	3.6459147229921e-13	8.95727520943988e-11
Site	EC.4.2.3.130	Cecum	-1.2516911495743	0.132503574327757	89	0	2.91600119285767e-13	8.95727520943988e-11
Site	EC.4.4.1.1	Cecum	-0.959057529668982	0.100623422109981	89	0	2.2037428397659e-13	8.95727520943988e-11
Site	EC.5.3.3.17	Cecum	-1.24673946715628	0.132380285600305	89	0	3.24366113978014e-13	8.95727520943988e-11
Site	EC.6.3.3.3	Proximal_Colon	-0.367251625801987	0.0391548030549253	89	0	3.62033166329964e-13	8.95727520943988e-11
Site	EC.1.10.3.12	Cecum	-1.14711189095554	0.122440696267465	89	0	3.88296700230933e-13	9.12011874667403e-11
Site	EC.1.14.99.48	Cecum	-1.17649874800025	0.125885865810623	89	0	4.23176513342962e-13	9.34354643231908e-11
Site	EC.1.7.1.15	Cecum	-1.13989457142004	0.121847345490829	89	0	4.08378466829954e-13	9.34354643231908e-11
Site	EC.2.3.1.204	Cecum	-1.14043286683111	0.122063908027067	89	0	4.27645020319021e-13	9.34354643231908e-11
Site	EC.1.1.5.4	Cecum	-1.11541597073394	0.119616936826901	89	0	4.57015623764845e-13	9.75832223925164e-11
Site	EC.1.1.1.203	Cecum	-1.2313202169648	0.132886545654489	89	0	5.7321169936496e-13	1.06307994901629e-10
Site	EC.2.3.1.118	Cecum	-1.08665736286642	0.117146401617036	89	0	5.72193855056113e-13	1.06307994901629e-10
Site	EC.3.2.1.65	Proximal_Colon	0.762206968566706	0.0823228730261359	89	0	5.69827042100061e-13	1.06307994901629e-10
Site	EC.3.5.1.2	Proximal_Colon	-0.321082825040428	0.0345844873251616	89	0	5.30903470061713e-13	1.06307994901629e-10
Site	EC.3.7.1.3	Cecum	-1.20234053864889	0.129754150696171	89	0	5.66881341918233e-13	1.06307994901629e-10
Site	EC.4.1.1.74	Cecum	-1.15231977740145	0.124195564178964	89	0	5.43773273853042e-13	1.06307994901629e-10
Site	EC.4.2.1.55	Cecum	-1.08378526450463	0.117011432574274	89	0	5.77084378923161e-13	1.06307994901629e-10
Site	EC.1.1.1.303	Cecum	-1.01248558619754	0.109593539295382	89	0	6.26771622175148e-13	1.07063988915191e-10
Site	EC.1.1.1.4	Cecum	-1.0127722625868	0.109624270310715	89	0	6.26717259716528e-13	1.07063988915191e-10
Site	EC.2.3.1.16	Cecum	-1.02487288372208	0.110768793195828	89	0	5.98785797603754e-13	1.07063988915191e-10
Site	EC.4.2.1.118	Cecum	-1.23873364497374	0.133953634788716	89	0	6.11318194360708e-13	1.07063988915191e-10
Site	EC.1.1.1.371	Cecum	-1.23788881732418	0.134701312756247	89	0	7.58103450076321e-13	1.07095122823975e-10
Site	EC.1.13.11.5	Cecum	-1.1983598233977	0.130062816207871	89	0	6.89399283447097e-13	1.07095122823975e-10
Site	EC.1.3.3.4	Cecum	-1.0050528318052	0.109261669839417	89	0	7.35059724199334e-13	1.07095122823975e-10
Site	EC.1.7.1.6	Cecum	-1.23785975470604	0.134701500054573	89	0	7.58752933185263e-13	1.07095122823975e-10
Site	EC.1.9.3.1	Cecum	-0.806570209560548	0.0875784658945285	89	0	7.03415882419878e-13	1.07095122823975e-10
Site	EC.3.1.1.81	Cecum	-1.23644004588747	0.134529606842696	89	0	7.55311951565916e-13	1.07095122823975e-10
Site	EC.3.1.4.12	Cecum	-1.23679079524789	0.134610806146644	89	0	7.63743824290187e-13	1.07095122823975e-10
Site	EC.3.4.11.6	Cecum	-1.23788050891309	0.134703236095874	89	0	7.58651192897019e-13	1.07095122823975e-10
Site	EC.3.4.24.27	Cecum	-1.23896114593302	0.134793096260161	89	0	7.53294990523908e-13	1.07095122823975e-10
Site	EC.3.4.24.56	Cecum	-1.23470509993087	0.134371525947269	89	0	7.61275120276411e-13	1.07095122823975e-10
Site	EC.3.5.1.46	Cecum	-1.23210453900841	0.133545222164328	89	0	6.64762967018973e-13	1.07095122823975e-10
Site	EC.4.2.1.137	Cecum	-1.23848523980733	0.134526241785985	89	0	7.13054715057333e-13	1.07095122823975e-10
Site	EC.3.4.24.3	Cecum	-1.2347907029308	0.134570118701321	89	0	7.9918263148013e-13	1.10416482687586e-10
Site	EC.1.13.11.27	Cecum	-1.20139929567148	0.131140582048433	89	0	8.41270067153388e-13	1.14546844650813e-10
Site	EC.4.6.1.13	Cecum	-1.17653442142895	0.128816701677923	89	0	9.50406422561645e-13	1.27558119142381e-10
Site	EC.1.3.1.45	Cecum	-1.22965185353153	0.134819589502741	89	0	9.83020940450047e-13	1.30077207542651e-10
Site	EC.1.4.1.2	Cecum	-0.765418863228631	0.084114272381365	89	0	1.02535606205617e-12	1.30291227340636e-10
Site	EC.2.6.1.62	Proximal_Colon	-0.30829680463386	0.0338321242496257	89	0	1.02624276989964e-12	1.30291227340636e-10
Site	EC.3.1.2.6	Cecum	-1.1106890360411	0.121804231979022	89	0	1.00032416703503e-12	1.30291227340636e-10
Site	EC.5.3.99.10	Cecum	-1.13775354980972	0.124999347600157	89	0	1.05125540067932e-12	1.31687259858429e-10
Site	EC.1.14.13.165	Cecum	-1.1369119506202	0.125251124768679	89	0	1.15452750313447e-12	1.33910936937634e-10
Site	EC.1.4.3.4	Cecum	-1.1878716553065	0.13064248719521	89	0	1.09765515180998e-12	1.33910936937634e-10
Site	EC.2.7.1.113	Cecum	-1.13514139830735	0.125026864078394	89	0	1.14575506348305e-12	1.33910936937634e-10
Site	EC.2.7.1.74	Cecum	-1.13514271267855	0.125026933192549	89	0	1.14573143654911e-12	1.33910936937634e-10
Site	EC.4.2.1.96	Cecum	-0.949204855658047	0.104528944004771	89	0	1.11811770711407e-12	1.33910936937634e-10
Site	EC.4.4.1.2	Cecum	-1.13812245696936	0.125296824771758	89	0	1.12749798102585e-12	1.33910936937634e-10
Site	EC.3.4.11.10	Cecum	-1.22432780064998	0.135063243305861	89	0	1.21279864105117e-12	1.38954185764338e-10
Site	EC.2.6.1.82	Cecum	-0.914897387288633	0.101184491215462	89	0	1.2509685617629e-12	1.41600598045331e-10
Site	EC.1.6.5.5	Cecum	-0.826661801110643	0.0913735706371736	89	0	1.30702070235061e-12	1.46184041649809e-10
Site	EC.3.5.99.2	Cecum	-0.656043940057312	0.0727716387569844	89	0	1.41965324580738e-12	1.55088863306516e-10
Site	EC.5.4.2.8	Proximal_Colon	-0.308429112883537	0.0341895556360608	89	0	1.40500733501298e-12	1.55088863306516e-10
Site	EC.3.5.2.10	Proximal_Colon	0.714522427184139	0.0793086482971399	89	0	1.45058477033995e-12	1.56646481808549e-10
Site	EC.2.7.1.52	Cecum	0.866575591131751	0.0962761148186147	89	0	1.47570212208856e-12	1.5754797087525e-10
Site	EC.4.2.3.3	Proximal_Colon	0.190850009452489	0.0229652864144528	89	0	1.56456953065773e-12	1.65158772365499e-10
Site	EC.1.1.1.25	Proximal_Colon	0.180346182918183	0.0217162822923206	89	0	1.60624257023425e-12	1.67673877192787e-10
Site	EC.3.4.13.21	Cecum	-0.582145006970309	0.0649684122792278	89	0	1.7446436238083e-12	1.80120075227242e-10
Site	EC.4.1.3.30	Cecum	-1.08464194578753	0.121180699465224	89	0	1.835364077443e-12	1.87426581604098e-10
Site	EC.3.5.3.12	Cecum	-0.789709530043057	0.0882263298204938	89	0	1.9771918822072e-12	1.99738900358458e-10
Site	EC.2.1.1.197	Proximal_Colon	-0.483547702647702	0.054262599511216	89	0	2.09609788164374e-12	2.09498293596201e-10
Site	EC.1.1.1.35	Cecum	-1.03456015214021	0.116299957247402	89	0	2.28265566483878e-12	2.25742631275372e-10
Site	EC.1.17.1.2	Proximal_Colon	0.201512530643087	0.024521083385981	89	0	2.39297093314156e-12	2.34187103300677e-10
Site	EC.1.2.1.9	Cecum	-1.04749161210775	0.117967915771641	89	0	2.44336759434393e-12	2.36654005658363e-10
Site	EC.2.7.1.71	Proximal_Colon	0.210859284888508	0.0257305056169189	89	0	2.65986944824919e-12	2.54994627207155e-10
Site	EC.4.3.1.18	Cecum	-0.697801093265581	0.0789279725129062	89	0	2.73085517252434e-12	2.59155397432992e-10
Site	EC.1.5.3.1	Cecum	-1.0813577542932	0.12228007672888	89	0	2.77293055178318e-12	2.60516825340029e-10
Site	EC.1.3.5.1	Proximal_Colon	-0.298095008723592	0.0337726052323424	89	0	2.90186597953206e-12	2.69930998789146e-10
Site	EC.5.4.99.19	Proximal_Colon	0.13706946406237	0.0155407351164413	89	0	3.06009634676342e-12	2.81858874292572e-10
Site	EC.1.4.3.19	Cecum	-1.09304498017275	0.124170092648132	89	0	3.22574499517403e-12	2.94231788637476e-10
Site	EC.1.1.1.320	Cecum	-0.868700175222217	0.0989705861087156	89	0	3.38868712954988e-12	3.03377972534056e-10
Site	EC.2.7.7.60	Proximal_Colon	0.169147952638152	0.020774581015619	89	0	3.39060001235507e-12	3.03377972534056e-10
Site	EC.2.3.3.9	Cecum	-0.724908806520371	0.0826258952334702	89	0	3.63617793127707e-12	3.20504949443374e-10
Site	EC.5.4.4.2	Proximal_Colon	-0.583222504440805	0.0665639351819927	89	0	3.65024263868451e-12	3.20504949443374e-10
Site	EC.3.6.1.13	Proximal_Colon	0.146234906835903	0.0167143448106277	89	0	3.85092221851259e-12	3.34994576323387e-10
Site	EC.4.1.3.36	Proximal_Colon	-0.4376431976068	0.050070370946791	89	0	4.05197873034161e-12	3.49250827262013e-10
Site	EC.1.1.1.343	Proximal_Colon	-0.344768908968103	0.0425701703751887	89	0	4.13476658936171e-12	3.49965154117597e-10
Site	EC.1.1.1.44	Proximal_Colon	-0.344768908968103	0.0425701703751887	89	0	4.13476658936171e-12	3.49965154117597e-10
Site	EC.6.2.1.26	Proximal_Colon	-0.437448053080651	0.0501326641005872	89	0	4.28463062182405e-12	3.59411649036044e-10
Site	EC.4.4.1.11	Cecum	-0.814329509377577	0.0935102528132873	89	0	4.3505114508282e-12	3.61708452040096e-10
Site	EC.2.7.1.168	Proximal_Colon	0.835479286911752	0.0959061235912324	89	0	4.42155354264347e-12	3.6439031169417e-10
Site	EC.3.2.1.156	Cecum	0.727764892569458	0.0836072776625778	89	0	4.50883597607855e-12	3.68352295610939e-10
Site	EC.1.5.1.28	Proximal_Colon	0.883948387648102	0.101889501411894	89	0	4.97277192165547e-12	4.0275165693063e-10
Site	EC.3.1.1.3	Cecum	-0.648502354868066	0.074739614918061	89	0	5.24324920314879e-12	4.21028429603272e-10
Site	EC.1.2.1.2	Cecum	-0.517979594899037	0.0598328970289205	89	0	5.41125305432678e-12	4.30836630893221e-10
Site	EC.2.4.1.18	Proximal_Colon	0.189504501703127	0.021905002427616	89	0	5.57718765571155e-12	4.33038661367025e-10
Site	EC.2.5.1.56	Proximal_Colon	0.73287483696806	0.0911983578779162	89	0	5.51500178140102e-12	4.33038661367025e-10
Site	EC.5.3.2.5	Cecum	-0.697876363972396	0.0805082524907676	89	0	5.57432874216541e-12	4.33038661367025e-10
Site	EC.2.7.1.11	Proximal_Colon	0.294938192751944	0.0342165054835576	89	0	6.30228560179645e-12	4.8532764941703e-10
