metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Sequencing_Run	MF0053	SLCMicrobiome	-2.69196331276902	0.117210156509885	88	0	3.22242212435344e-37	1.85611514362758e-34
Sequencing_Run	MF0042	SLCMicrobiome	-2.6107806679629	0.116627039217056	88	0	1.94387392709044e-36	5.59835691002046e-34
Sequencing_Run	MF0023	SLCMicrobiome	-2.01080953462627	0.0981294916701703	88	0	8.65940480451747e-34	1.66260572246735e-31
Sequencing_Run	MF0069	SLCMicrobiome	-1.27432090521793	0.0957183777834192	88	0	4.28818204890243e-22	6.1749821504195e-20
Sequencing_Run	MF0082	SLCMicrobiome	-0.98488438114653	0.0924680995730005	88	0	4.53988897310295e-17	5.2299520970146e-15
Sequencing_Run	MF0052	SLCMicrobiome	-1.80086308821876	0.109768653802617	88	0	4.76575133586329e-15	4.57512128242876e-13
Sequencing_Run	MF0059	SLCMicrobiome	-1.56552556260482	0.105435468939508	88	0	5.92268676999516e-14	4.87352511359602e-12
Sequencing_Run	MF0084	SLCMicrobiome	1.32855810374161	0.159684947631476	88	0	9.26298735259578e-09	6.66935089386896e-07
Sequencing_Run	MF0024	SLCMicrobiome	-1.8150666176535	0.237488431306216	88	0	4.47987631169216e-08	2.86712083948298e-06
Sequencing_Run	MF0039	SLCMicrobiome	-0.4447737033259	0.0743415756452416	88	0	5.68951949411308e-08	3.27716322860914e-06
Site	MF0096	Ileum	-0.262339231546845	0.0453876505847627	88	0	3.32800320933631e-07	1.59744154048143e-05
Site	MF0045	Ileum	-0.269243570997507	0.0464613294837716	88	0	3.11944066717559e-07	1.59744154048143e-05
Site	MF0001	Ileum	-0.258749195479017	0.0453479806908602	88	0	4.41061017843438e-07	1.95423958675246e-05
Site	MF0031	Ileum	-0.295398129810847	0.0521891314215749	88	0	5.20858980309564e-07	2.14296266184506e-05
Site	MF0015	Ileum	0.097345513511033	0.0177656888838236	88	0	1.03614989866944e-06	3.97881561089067e-05
Sex	MF0063	Male	0.745478072163943	0.118258965488254	88	0	1.2967404777694e-06	4.47254158828586e-05
Sex	MF0051	Male	-0.277956113586577	0.0439664963462378	88	0	1.32002095487603e-06	4.47254158828586e-05
Sex	MF0020	Male	-0.241137266329246	0.0396377703650583	88	0	2.34733482872001e-06	7.51147145190404e-05
Site	MF0010	Ileum	0.0404968745464409	0.00777176651788138	88	0	2.7677593676173e-06	8.39068103025033e-05
Site	MF0002	Ileum	0.0967922167738371	0.0186337872895889	88	0	2.92805715943511e-06	8.43280461917311e-05
Site	MF0006	Ileum	-0.0916592116712749	0.0177732721446581	88	0	3.32428905318389e-06	9.11804997444723e-05
Sequencing_Run	MF0058	SLCMicrobiome	1.10892318206591	0.188661236829024	88	0	3.49303724872122e-06	9.14540661483375e-05
Sequencing_Run	MF0037	SLCMicrobiome	-0.459299197337374	0.0792493084333424	88	0	4.09978897341188e-06	0.000102672976029793
Sex	MF0039	Male	0.306512977968326	0.0628442831364068	88	0	5.28406665363242e-06	0.000126817599687178
Sex	MF0008	Male	-0.287034084051747	0.0504812504255585	88	0	6.43043055202301e-06	0.00014815711991861
Sex	MF0065	Male	-0.142277829696601	0.0254479770202659	88	0	8.25755308582574e-06	0.000182936560670601
Sex	MF0070	Male	-0.153031662070387	0.0275302112455345	88	0	8.89594869348933e-06	0.000189780238794439
