metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Sex	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	Male	-0.774017708675856	0.126806893948038	87	0	3.1758756140478e-08	6.28823371581465e-06
Sex	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	Male	-1.0555995260065	0.261518518686274	87	0	0.000120284762549263	0.011908191492377
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	HET	0.459647723679022	0.118130882061531	87	0	0.000200692535134376	0.0132457073188688
Sex	k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__	Male	0.221875390445161	0.0606487165554992	87	0	0.000444642332632668	0.0218043469145537
Sex	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	Male	-0.614003661817405	0.17082617357468	87	0	0.000550614821074589	0.0218043469145537
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium..coprostanoligenes.group.g__	HET	-0.463676854408148	0.138582653945792	87	0	0.00123379003078375	0.0407150710158638
Genotype	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	MUT	0.388576703067139	0.127767035637114	87	0	0.00315218185229053	0.0891617152505036
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	MUT	0.346113733234023	0.116118679220921	87	0	0.00377257075048676	0.0933711260745472
Genotype	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	HET	-0.0791820122230771	0.0275442857127708	87	0	0.0051355753167475	0.112982656968445
Genotype	k__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	HET	-0.494935338981775	0.178612320303856	87	0	0.00689547376349933	0.113667807799996
Genotype	k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae.UCG.002	MUT	-0.525578551389803	0.189654535832969	87	0	0.00689086331350451	0.113667807799996
Sex	k__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma	Male	0.382678025862103	0.136969476185264	87	0	0.00646529629890943	0.113667807799996
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus	HET	0.321952264338349	0.11738411254856	87	0	0.00746303788585832	0.113667807799996
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	MUT	0.478434988977531	0.176261096479272	87	0	0.00807499953801053	0.11420356489472
Sex	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	Male	-0.27736620801697	0.105411464584463	87	0	0.0101392565859535	0.133838186934587
Genotype	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	MUT	-0.0669202717093498	0.027075105351238	87	0	0.0154931054246004	0.158991291269284
Genotype	k__Bacteria.p__Cyanobacteria.c__Vampirivibrionia.o__Gastranaerophilales.f__.g__	HET	0.357699678000259	0.143155205971691	87	0	0.0144377237658922	0.158991291269284
Sex	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	Male	-0.207598105044872	0.0829449119000786	87	0	0.0142812101451323	0.158991291269284
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus	HET	-0.410361180961084	0.165184673999056	87	0	0.0149927009399423	0.158991291269284
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__Peptococcus	HET	0.171268120334902	0.0696830907050025	87	0	0.0160597263908368	0.158991291269284
