feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingobium	Litter	nine	-6.28524465383466	0.547813163165221	51	38	2.23607353618256e-14	2.15333881534381e-11
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingobium	Litter	eight	-5.99568628903116	0.547813163165221	51	38	9.71186786888853e-14	4.67626437886983e-11
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	Litter	eight	-6.49615129161928	0.692810793273411	51	48	9.37543757873544e-12	3.00951546277408e-09
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	Site	Proximal_Colon	2.45752471777688	0.244627589196129	51	51	2.66118046485619e-11	6.40679196914128e-09
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356	Site	Proximal_Colon	3.20055391138007	0.357645915967668	51	51	3.5042592383467e-10	6.74920329305574e-08
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	Site	Proximal_Colon	2.46750718092987	0.280220939468575	51	51	5.57977359009714e-10	8.9555366121059e-08
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	Litter	nine	-5.27913718432999	0.692810793273411	51	48	2.22818838907518e-09	3.06535059811343e-07
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus	Site	Proximal_Colon	2.10757784589114	0.277615760382357	51	51	1.42529757624187e-08	1.71570195740115e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Ligilactobacillus	Site	Proximal_Colon	-2.07962229895118	0.277680690649082	51	51	1.87119010222475e-08	2.00217340938048e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	Site	Proximal_Colon	2.28993436393238	0.312458344299074	51	51	2.70520215768867e-08	2.60510967785419e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	Site	Cecum	1.78030726817292	0.244627589196129	51	51	3.31183361755727e-08	2.76078652486007e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__	Site	Proximal_Colon	2.02995713648449	0.279281909717665	51	51	3.44023242973217e-08	2.76078652486007e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	Site	Proximal_Colon	2.33028739093995	0.328211126325646	51	51	4.67867973684571e-08	3.46582198967878e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__	Site	Proximal_Colon	1.94623710138898	0.280981026361361	51	51	8.46857973150888e-08	5.82517305817361e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	Site	Proximal_Colon	-1.7750655345847	0.267669104522393	51	51	1.9859346415647e-07	1.27497003988454e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Agathobacter	Litter	nine	2.54750347812542	0.421810173346038	51	18	3.80204193231702e-07	2.15374492989488e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family.XIII.AD3011.group	Litter	eight	3.54001407357737	0.584647340490065	51	21	3.61378284668399e-07	2.15374492989488e-05
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	Site	Proximal_Colon	-3.18505762774301	0.544924584943268	51	17	7.18865829078108e-07	3.46133896701109e-05
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Listeriaceae.g__Listeria	Litter	nine	-4.62335434054169	0.385593674534679	51	36	6.55903765212866e-07	3.46133896701109e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus	Site	Proximal_Colon	2.14230647990773	0.346883572892006	51	36	6.98025889734811e-07	3.46133896701109e-05
k__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	Site	Proximal_Colon	-2.08946407821724	0.339955012041989	51	49	7.63138673589005e-07	3.49953591745815e-05
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	Site	Proximal_Colon	-1.5833652817881	0.260941225308171	51	51	9.48303627339285e-07	4.15098360512605e-05
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Listeriaceae.g__Listeria	Litter	eight	-4.33022176035041	0.385593674534679	51	36	1.15480344602661e-06	4.83511181966795e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	Site	Proximal_Colon	1.58078368815373	0.267561515979795	51	51	1.55535759810104e-06	6.24087236238042e-05
k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriales.Incertae.Sedis.g__	Litter	eight	2.84846849195513	0.286256494610313	51	13	1.96093279008386e-06	7.55351310740303e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor	Site	Proximal_Colon	2.05780064601247	0.356662075633061	51	50	2.32334283330415e-06	8.60530441719961e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	Site	Proximal_Colon	1.38724497905999	0.241889113991886	51	51	2.54324136081481e-06	9.07089418690615e-05
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.AC2044.group	Litter	nine	6.99845876176416	0.753446267476179	51	25	3.37522528061531e-06	0.000116083640901162
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Fusicatenibacter	Litter	nine	2.1026121634672	0.397665162286907	51	14	4.4304914079199e-06	0.000145402248724232
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas	Site	Proximal_Colon	1.52054565653302	0.274933701719639	51	51	4.52966506929072e-06	0.000145402248724232
k__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus	Site	Proximal_Colon	-2.68198801068043	0.491685885699743	51	30	5.41562839684306e-06	0.000168233875682576
k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	Site	Proximal_Colon	-1.69513357358495	0.31109399126251	51	51	5.80758393966042e-06	0.000169475858602818
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009	Site	Proximal_Colon	2.90761587521216	0.536430415872891	51	42	5.79802987446485e-06	0.000169475858602818
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	Site	Cecum	-2.82304725256717	0.544924584943268	51	17	6.26209457692369e-06	0.00017736461992875
k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family.XIII.AD3011.group	Litter	nine	2.97913353491969	0.584647340490065	51	21	8.24211761128785e-06	0.00022677597884772
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	Site	Proximal_Colon	1.16171392319444	0.22187560389626	51	51	1.01333976785372e-05	0.000271068387900869
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	Site	Proximal_Colon	1.465057914324	0.280947989084817	51	51	1.07544203753538e-05	0.000279905589769345
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__Bradyrhizobium	Site	Cecum	-2.21813744069812	0.446712931688786	51	10	1.25333704842401e-05	0.000317621994113769
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillospira	Site	Proximal_Colon	2.2294603664594	0.445968299031758	51	31	2.12130290190518e-05	0.0004991601712932
