feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	Genotype	MUT	0.948206974253829	0.281766182832483	40	40	0.00179290873928987	0.149148597136522
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	Genotype	MUT	1.43443689712038	0.441872016619678	40	39	0.00248580995227537	0.149148597136522
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus	Genotype	HET	1.29023435624181	0.455412695360445	40	34	0.00741967418004374	0.222590225401312
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	Genotype	HET	1.26245466208853	0.44429573990702	40	37	0.00726227924569351	0.222590225401312
k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae.UCG.002	Genotype	MUT	-2.07632070888052	0.832938517110866	40	31	0.0172777736883883	0.31517804131384
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	Genotype	MUT	-0.238165943803404	0.104756490540727	40	40	0.0288913204537687	0.31517804131384
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.UCG.014.f__.g__	Genotype	HET	-1.69587436742112	0.732668929112453	40	34	0.026285592282834	0.31517804131384
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	Genotype	MUT	1.5474033404429	0.659550339956772	40	26	0.0244353780528693	0.31517804131384
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	Genotype	HET	1.67830491239054	0.726504005359691	40	26	0.0265625651507868	0.31517804131384
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	Genotype	HET	1.22237757291231	0.520612094297463	40	35	0.0243325177253895	0.31517804131384
k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	Genotype	HET	1.03951822580982	0.414925010098086	40	40	0.0167641155655699	0.31517804131384
k__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	Genotype	MUT	-1.37515376007646	0.643331398657342	40	13	0.0392268691402108	0.343285646399128
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Ligilactobacillus	Genotype	HET	-0.911687056246582	0.415438794545227	40	40	0.0345528553066412	0.343285646399128
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	Genotype	MUT	0.858388466131252	0.403350021658779	40	37	0.0400499920798983	0.343285646399128
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	Genotype	MUT	0.695780339094008	0.358171413126785	40	40	0.0597056058592559	0.444155907244124
k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	Genotype	HET	1.52427168490428	0.788612327533025	40	38	0.0609355810838198	0.444155907244124
k__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma	Genotype	HET	-1.52406030652058	0.794825291634809	40	23	0.0629220868595843	0.444155907244124
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	Genotype	MUT	-0.43013000339815	0.229620346652065	40	40	0.0689539766335903	0.459693177557269
k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	Genotype	HET	0.886838004158704	0.489460006938922	40	39	0.0781288693497533	0.493445490630021
k__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus	Genotype	MUT	1.5091048215909	0.850713555252999	40	11	0.0843053932126785	0.505832359276071
k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	Genotype	MUT	-1.49032770616966	0.861569766812453	40	40	0.0920045452280075	0.525740258445757
